HSCHOOL,AC_YEAR,AC_GRADE,Linear Algebra,Calculus I,Basic Mechanics,Chemistry I,Fundamentals of Informatics,Geometry,Calculus II,Basic Thermodynamics,Chemistry II,Engineering Drawing,MEAN,STD,PASSED,FAILED,NUM_SUBJ,Maths,Physics,Chemistry,Informatics,MEAN_CRED,ENROL_ECTS,PASS_ECTS,ALPHA,RANK_MEAN,NUM_STUD,RANKING
SANT GREGORI,2010,12.02,5.95,6.2,7.0,7.0,7.8,5.4,6.5,5.25,7.0,6.1,6.42,1.29,7.0,3.0,10.0,6.012,6.125,7.0,6.95,7.216,80.25,60.0,0.798,6.026,2,35
SANT GREGORI,2011,11.503,6.75,7.15,6.3,5.15,7.4,6.5,5.95,6.05,6.45,7.25,6.495,0.895,10.0,0.0,10.0,6.588,6.175,5.8,7.325,6.515,60.0,60.0,1.0,6.515,2,32
SANT GREGORI,2012,10.671,3.7,3.767,5.033,5.633,3.133,4.5,6.15,3.85,2.767,1.867,3.863,1.947,3.667,5.333,9.0,4.067,4.433,4.2,2.5,4.612,95.5,42.5,0.438,2.498,3,184
SANT GREGORI,2013,11.482,2.7,4.275,4.6,5.375,4.025,5.167,5.133,5.5,4.967,4.9,4.255,1.09,5.5,3.25,8.75,3.894,4.738,4.75,4.0,4.58,67.875,45.0,0.589,3.428,4,156
SANT GREGORI,2015,10.902,6.9,5.0,1.9,5.0,6.0,5.2,4.7,4.7,4.4,5.3,4.91,1.28,6.0,4.0,10.0,5.45,3.3,4.7,5.65,5.403,66.0,43.5,0.659,3.561,1,95
SANTA TERESA - GANDUXER,2010,11.581,5.867,6.333,6.367,6.433,5.3,5.2,5.067,5.133,8.233,6.567,6.05,1.563,8.333,1.667,10.0,5.617,5.75,7.333,5.933,6.444,72.5,60.0,0.855,5.625,3,54
SANTA TERESA - GANDUXER,2011,12.106,6.671,7.729,6.657,6.6,7.143,6.8,7.757,6.686,6.186,6.943,6.917,0.893,10.0,0.0,10.0,7.239,6.671,6.393,7.043,6.936,60.0,60.0,1.0,6.936,7,20
SANTA TERESA - GANDUXER,2013,10.48,2.85,3.4,5.025,3.725,4.0,5.0,2.6,4.7,2.7,5.167,3.663,1.717,3.5,5.25,8.75,3.206,4.825,3.213,4.625,3.804,82.125,34.875,0.398,2.052,4,171
SANTA TERESA - GANDUXER,2014,11.013,5.136,5.245,5.309,5.409,4.882,5.456,5.378,5.767,5.318,4.455,5.101,1.127,7.0,2.455,9.455,5.164,5.418,5.364,4.668,5.384,68.045,50.727,0.748,4.44,11,97
SANTA TERESA - GANDUXER,2015,11.244,6.133,5.867,4.9,6.383,4.033,5.45,4.15,4.8,6.5,4.833,5.268,1.553,6.5,3.167,9.667,5.4,4.733,6.225,4.433,5.439,65.25,45.0,0.69,3.812,6,82
INST.L'ALZINA,2010,11.24,5.1,6.4,4.85,7.3,5.35,4.6,5.1,4.5,6.2,6.25,5.565,1.14,7.0,3.0,10.0,5.3,4.675,6.75,5.8,6.17,78.75,60.0,0.768,4.75,2,94
GRANES,2010,10.018,0.0,5.4,6.8,7.9,8.6,1.9,0.6,1.7,1.1,1.3,3.53,3.28,4.0,6.0,10.0,1.975,4.25,4.5,4.95,6.002,124.5,60.0,0.482,2.893,1,164
GRANES,2011,10.583,6.25,6.3,5.55,4.2,3.85,6.55,7.2,6.35,6.15,6.6,5.9,1.62,9.0,1.0,10.0,6.575,5.95,5.175,5.225,6.501,66.0,60.0,0.916,5.928,2,59
PROA,2010,10.076,3.5,3.1,3.4,3.1,0.4,,,,,,2.7,1.3,0.0,5.0,5.0,3.3,3.4,3.1,0.4,1.82,60.0,6.0,0.1,0.182,1,177
PROA,2011,10.194,3.5,3.9,1.3,3.2,1.4,,,,,,2.66,1.22,0.0,5.0,5.0,3.7,1.3,3.2,1.4,0.15,60.0,0.0,0.0,0.0,1,171
PROA,2012,11.488,2.0,3.6,4.2,3.0,5.4,,,,,,3.64,1.28,1.0,4.0,5.0,2.8,4.2,3.0,5.4,1.99,54.0,18.0,0.333,0.663,1,195
PROA,2013,10.448,5.0,3.1,4.6,6.5,3.0,6.0,6.0,4.5,4.0,6.4,4.91,1.3,5.0,5.0,10.0,5.025,4.55,5.25,4.7,5.795,88.5,60.0,0.678,3.929,1,144
PROA,2014,10.512,6.2,6.6,5.8,5.0,5.1,6.0,5.0,6.2,5.0,5.0,5.59,0.63,10.0,0.0,10.0,5.95,6.0,5.0,5.05,5.59,60.0,60.0,1.0,5.59,1,49
PROA,2015,12.364,8.5,6.5,7.2,9.2,8.95,6.45,5.4,6.7,7.0,6.2,7.21,1.36,10.0,0.0,10.0,6.712,6.95,8.1,7.575,7.19,60.0,60.0,1.0,7.19,2,8
INST.PAU VILA,2010,11.422,5.2,5.2,5.1,7.9,7.2,3.9,5.0,5.0,3.7,2.0,5.02,1.67,7.0,3.0,10.0,4.825,5.05,5.8,4.6,5.908,78.0,60.0,0.769,4.544,1,101
INST.PAU VILA,2014,13.72,9.3,9.0,8.4,9.6,9.4,8.1,8.2,9.0,10.0,9.7,9.07,0.65,10.0,0.0,10.0,8.65,8.7,9.8,9.55,9.062,60.0,60.0,1.0,9.062,1,1
ESCOLA PIA DE VILANOVA I LA G.,2010,10.958,6.1,6.5,6.3,7.1,7.3,5.5,5.4,5.9,6.0,7.8,6.39,0.79,10.0,0.0,10.0,5.875,6.1,6.55,7.55,6.435,60.0,60.0,1.0,6.435,1,29
ESCOLA PIA DE VILANOVA I LA G.,2011,10.93,5.3,6.8,6.3,5.9,9.0,7.0,6.6,5.0,5.8,9.1,6.68,1.4,10.0,0.0,10.0,6.425,5.65,5.85,9.05,6.762,60.0,60.0,1.0,6.762,1,24
ESCOLA PIA DE VILANOVA I LA G.,2012,12.796,6.0,5.2,5.8,6.4,7.7,5.2,5.7,6.1,7.1,5.7,6.09,0.8,10.0,0.0,10.0,5.525,5.95,6.75,6.7,6.055,60.0,60.0,1.0,6.055,1,35
INST.M E.INTERMUN.DEL PENEDES,2010,10.754,3.1,3.9,5.0,6.4,4.6,5.0,6.3,2.1,7.4,7.8,5.16,1.84,6.0,4.0,10.0,4.575,3.55,6.9,6.2,6.45,90.0,60.0,0.667,4.3,1,118
INST.M E.INTERMUN.DEL PENEDES,2011,11.035,2.7,2.75,3.25,2.5,2.8,5.4,6.5,6.0,6.0,6.4,3.04,0.64,4.5,3.0,7.5,2.9,3.3,2.75,3.35,2.985,48.0,30.0,0.454,2.6,2,155
INST.M E.INTERMUN.DEL PENEDES,2012,11.444,7.7,8.0,6.7,7.9,9.0,5.4,6.2,7.0,8.1,7.6,7.36,1.05,10.0,0.0,10.0,6.825,6.85,8.0,8.3,7.347,60.0,60.0,1.0,7.347,1,6
INST.M E.INTERMUN.DEL PENEDES,2013,11.45,0.0,0.0,2.7,0.0,0.8,,,,,,0.7,1.17,0.0,5.0,5.0,0.0,2.7,0.0,0.8,0.35,30.0,0.0,0.0,0.0,1,185
INST.M E.INTERMUN.DEL PENEDES,2014,10.638,5.0,3.3,2.8,2.8,7.2,1.1,0.7,1.6,4.3,2.1,3.09,1.97,2.0,8.0,10.0,2.525,2.2,3.55,4.65,3.035,60.0,12.0,0.2,0.607,1,173
INST.M E.INTERMUN.DEL PENEDES,2015,12.89,8.025,6.95,6.3,7.65,6.375,5.35,3.5,4.375,6.25,6.025,6.118,1.697,7.5,2.25,9.75,6.054,5.338,6.95,6.2,6.262,63.0,49.5,0.796,5.261,4,37
TALLER GINEBRO,2010,11.086,4.433,4.433,4.767,5.833,1.067,5.65,6.65,5.55,5.9,5.7,4.497,1.61,6.0,2.333,8.333,4.642,4.933,5.717,2.55,4.703,68.0,44.0,0.608,3.348,3,155
TALLER GINEBRO,2012,11.141,5.38,5.3,3.98,4.38,3.28,5.54,5.52,4.72,5.4,5.76,4.926,1.456,6.8,3.2,10.0,5.435,4.35,4.89,4.52,6.034,80.4,60.0,0.755,4.566,5,111
TALLER GINEBRO,2013,10.98,3.9,4.067,5.033,4.967,3.267,5.7,5.3,5.3,5.2,6.45,4.433,1.39,5.667,2.667,8.333,4.542,4.85,4.417,3.817,4.438,66.0,42.0,0.623,3.444,3,155
TALLER GINEBRO,2014,12.258,7.6,5.5,5.5,6.7,7.5,3.3,5.0,5.0,6.0,3.7,5.58,1.44,8.0,2.0,10.0,5.35,5.25,6.35,5.6,6.038,73.5,60.0,0.816,4.929,1,79
TALLER GINEBRO,2015,10.278,4.6,3.15,2.8,0.9,2.55,4.0,3.0,,,0.6,2.55,1.32,0.5,6.0,6.5,3.35,2.8,0.9,1.925,2.108,45.75,6.0,0.098,0.326,2,195
ESCOLA L'ESPERANÇA,2010,11.67,4.2,5.95,6.6,6.4,6.3,5.6,4.65,4.5,7.9,5.8,5.79,1.24,8.0,2.0,10.0,5.1,5.55,7.15,6.05,6.258,72.75,60.0,0.851,5.379,2,65
LA FARGA,2010,10.052,4.6,5.075,5.0,4.225,2.575,5.233,4.167,4.933,3.133,4.2,4.15,1.422,4.75,4.25,9.0,4.556,4.925,3.675,3.388,4.605,86.625,45.0,0.524,3.105,4,162
LA FARGA,2012,12.526,2.4,1.8,3.7,5.1,5.1,5.7,5.7,0.2,4.6,3.5,3.78,1.83,4.0,6.0,10.0,3.9,1.95,4.85,4.3,5.815,108.0,60.0,0.556,3.231,1,170
LA FARGA,2014,10.418,7.6,5.4,5.0,6.2,6.2,5.7,5.0,3.5,5.0,6.4,5.6,1.1,9.0,1.0,10.0,5.925,4.25,5.6,6.3,5.815,66.0,60.0,0.909,5.286,1,61
SANT MIQUEL,2010,11.86,6.333,6.4,4.7,7.033,6.933,4.333,5.967,4.033,6.9,5.267,5.79,1.447,7.333,2.667,10.0,5.758,4.367,6.967,6.1,6.468,82.5,60.0,0.784,5.192,3,74
SANT MIQUEL,2011,11.197,6.85,6.8,6.483,5.583,6.3,6.667,6.833,5.25,7.167,6.35,6.428,1.197,8.0,2.0,10.0,6.788,5.867,6.375,6.325,6.94,71.75,60.0,0.858,6.088,6,51
SANT MIQUEL,2012,10.57,6.5,4.967,5.433,5.467,5.9,5.533,4.133,3.8,5.0,5.967,5.27,1.16,7.667,2.333,10.0,5.283,4.617,5.233,5.933,5.731,74.0,60.0,0.819,4.705,3,102
SANT MIQUEL,2013,11.674,5.7,5.2,4.65,6.0,3.65,4.25,4.55,4.6,4.4,6.2,4.92,1.545,5.0,5.0,10.0,4.925,4.625,5.2,4.925,5.6,74.25,45.75,0.602,3.478,2,154
SANT MIQUEL,2014,11.378,4.9,6.25,6.0,6.925,6.625,5.25,3.9,5.575,6.9,5.9,5.822,1.298,8.0,2.0,10.0,5.075,5.788,6.912,6.262,6.442,72.375,60.0,0.856,5.545,4,51
JOAN XXIII - HOSPITALET LL,2010,10.262,6.3,6.233,5.333,7.2,5.333,6.533,6.5,5.833,6.233,3.967,5.947,1.337,9.0,1.0,10.0,6.392,5.583,6.717,4.65,6.307,68.0,60.0,0.905,5.738,3,47
JOAN XXIII - HOSPITALET LL,2011,10.664,5.0,6.7,5.0,1.2,5.6,6.3,6.4,7.4,6.5,7.3,5.74,1.8,9.0,1.0,10.0,6.1,6.2,3.85,6.45,6.28,66.0,60.0,0.909,5.709,1,72
JOAN XXIII - HOSPITALET LL,2012,10.346,3.1,6.1,3.3,5.0,1.4,6.2,5.4,1.4,7.7,0.1,3.97,2.49,5.0,5.0,10.0,5.2,2.35,6.35,0.75,6.012,91.5,60.0,0.656,3.943,1,142
JOAN XXIII - HOSPITALET LL,2014,11.768,8.4,6.9,8.2,10.0,9.3,8.7,7.7,9.0,10.0,9.9,8.81,1.04,10.0,0.0,10.0,7.925,8.6,10.0,9.6,8.808,60.0,60.0,1.0,8.808,1,2
JOAN XXIII - HOSPITALET LL,2015,9.764,3.3,1.6,2.0,5.2,0.9,,,,,,2.6,1.7,1.0,4.0,5.0,2.45,2.0,5.2,0.9,2.09,48.0,12.0,0.25,0.522,1,192
"PINEDA, CENTRE CULTURAL",2010,11.07,3.8,5.05,3.8,5.75,3.4,3.8,4.1,3.05,5.45,2.65,4.085,1.45,4.0,6.0,10.0,4.188,3.425,5.6,3.025,5.775,109.5,60.0,0.55,3.176,2,160
"PINEDA, CENTRE CULTURAL",2012,11.698,7.8,8.1,5.7,6.9,0.1,6.1,6.1,6.5,8.4,5.8,6.15,2.34,9.0,1.0,10.0,7.025,6.1,7.65,2.95,6.975,66.0,60.0,0.909,6.341,1,25
"PINEDA, CENTRE CULTURAL",2015,11.773,5.0,5.0,5.167,5.533,4.633,5.067,5.0,6.4,6.267,5.2,5.15,1.25,7.333,2.0,9.333,4.856,5.217,5.9,4.917,4.997,58.0,44.0,0.741,4.302,3,66
INST.MANUEL DE CABANYES,2010,10.297,4.45,5.45,4.05,2.5,1.9,4.15,3.7,3.3,5.3,3.05,3.785,1.77,4.5,5.5,10.0,4.438,3.675,3.9,2.475,5.719,102.0,60.0,0.622,3.604,2,150
INST.MANUEL DE CABANYES,2011,10.21,3.9,4.1,2.7,4.2,3.7,,,,,,3.72,0.6,0.0,5.0,5.0,4.0,2.7,4.2,3.7,1.86,30.0,0.0,0.0,0.0,1,171
INST.MANUEL DE CABANYES,2013,11.256,5.5,5.175,6.275,7.175,7.075,6.167,6.833,6.467,4.75,7.35,6.12,1.195,8.0,1.25,9.25,5.425,6.212,5.962,7.212,5.87,65.25,51.375,0.816,5.254,4,70
INST.MANUEL DE CABANYES,2015,10.391,6.15,3.2,3.45,6.0,3.35,3.0,3.8,7.4,4.75,5.4,4.315,1.98,4.0,4.0,8.0,3.938,3.95,5.375,3.175,4.069,56.25,30.0,0.527,2.279,2,144
LLOR,2010,11.268,5.567,5.0,5.6,6.267,6.533,5.7,5.9,5.767,6.033,6.0,5.837,1.023,8.0,2.0,10.0,5.542,5.683,6.15,6.267,6.337,72.0,60.0,0.875,5.67,3,51
LLOR,2012,12.52,5.1,5.4,5.0,5.2,5.7,4.3,3.3,4.5,6.7,7.7,5.29,1.23,7.0,3.0,10.0,4.525,4.75,5.95,6.7,5.775,78.0,60.0,0.769,4.442,1,117
LLOR,2013,11.614,3.9,4.4,3.2,7.0,6.2,2.0,,,,0.6,3.9,2.24,2.0,5.0,7.0,3.433,3.2,7.0,3.4,2.195,55.5,12.0,0.216,0.475,1,180
LLOR,2015,10.272,2.5,4.1,5.5,5.1,5.0,,5.0,,6.0,7.5,5.09,1.44,6.0,2.0,8.0,3.867,5.5,5.55,6.25,4.108,48.0,36.0,0.75,3.081,1,117
INST.MILA I FONTANALS-VILAFR.,2010,10.908,6.0,6.3,6.4,8.1,7.6,6.2,5.6,5.9,6.1,6.1,6.43,0.79,10.0,0.0,10.0,6.025,6.15,7.1,6.85,6.43,60.0,60.0,1.0,6.43,1,30
INST.MILA I FONTANALS-VILAFR.,2012,10.701,3.35,5.05,4.45,0.0,4.4,4.0,4.1,2.35,5.3,5.6,3.86,1.78,4.0,6.0,10.0,4.125,3.4,2.65,5.0,5.638,105.75,60.0,0.58,3.262,2,169
INST.MILA I FONTANALS-VILAFR.,2014,10.73,5.4,5.0,6.6,6.3,6.0,3.5,1.9,5.0,5.0,5.2,4.99,1.39,8.0,2.0,10.0,3.95,5.8,5.65,5.6,5.565,72.0,60.0,0.833,4.638,1,91
BELL-LLOC DEL PLA,2010,11.577,7.6,6.25,7.45,6.8,8.1,6.55,6.1,5.1,7.5,7.6,6.905,0.99,10.0,0.0,10.0,6.625,6.275,7.15,7.85,6.908,60.0,60.0,1.0,6.908,2,17
BELL-LLOC DEL PLA,2013,11.116,5.9,6.4,5.8,6.5,7.4,6.0,6.2,5.7,5.0,5.2,6.01,0.68,10.0,0.0,10.0,6.125,5.75,5.75,6.3,6.015,60.0,60.0,1.0,6.015,1,43
BELL-LLOC DEL PLA,2014,10.516,5.567,4.833,5.033,6.233,4.433,5.433,3.633,4.6,4.967,5.733,5.047,1.15,7.0,3.0,10.0,4.867,4.817,5.6,5.083,5.706,77.5,60.0,0.776,4.445,3,96
BELL-LLOC DEL PLA,2015,11.616,5.95,6.85,6.45,7.25,4.25,5.15,2.5,4.85,6.35,6.25,5.585,1.745,8.5,1.5,10.0,5.112,5.65,6.8,5.25,5.763,63.0,54.0,0.854,4.94,2,46
ST. GEORGE'S SCHOOL,2010,10.478,4.2,4.4,3.7,6.3,5.0,6.8,6.2,5.2,5.0,5.1,5.19,0.99,7.0,3.0,10.0,5.4,4.45,5.65,5.05,5.763,90.0,60.0,0.667,3.842,1,142
ST. GEORGE'S SCHOOL,2013,12.04,5.15,5.75,5.9,7.25,4.65,9.2,7.4,4.45,5.65,4.05,5.44,1.555,6.0,3.0,9.0,5.612,5.175,6.45,4.35,5.255,66.0,38.25,0.614,4.168,2,126
ST. GEORGE'S SCHOOL,2014,10.798,4.2,2.7,3.8,3.3,5.0,5.6,5.3,5.0,5.4,6.9,4.72,1.23,6.0,4.0,10.0,4.45,4.4,4.35,5.95,5.568,84.0,60.0,0.714,3.977,1,114
ESCOLA PIA DE CALDES DE MONTB.,2010,10.888,3.0,5.0,4.2,5.4,5.2,3.4,1.9,2.4,3.1,2.6,3.62,1.25,3.0,7.0,10.0,3.325,3.3,4.25,3.9,5.212,150.0,60.0,0.4,2.085,1,170
ESCOLA PIA DE CALDES DE MONTB.,2012,12.011,7.1,6.4,4.15,5.85,3.2,5.1,5.5,5.1,6.7,5.25,5.435,1.345,7.5,2.5,10.0,6.025,4.625,6.275,4.225,6.049,75.0,60.0,0.812,4.912,2,88
ESCOLA PIA DE CALDES DE MONTB.,2013,10.586,6.6,7.0,7.1,8.2,8.4,7.5,7.4,7.8,6.9,7.8,7.47,0.58,10.0,0.0,10.0,7.125,7.45,7.55,8.1,7.492,60.0,60.0,1.0,7.492,1,6
ESCOLA PIA DE CALDES DE MONTB.,2015,11.46,6.3,3.5,5.6,7.5,8.3,2.4,3.2,3.1,5.4,6.7,5.2,2.05,6.0,4.0,10.0,3.85,4.35,6.45,7.5,5.603,66.0,42.0,0.636,3.565,1,94
INST.JAUME VICENS VIVES,2010,11.923,7.1,6.967,6.867,6.0,6.533,7.133,6.367,6.167,8.133,6.767,6.803,0.85,9.333,0.667,10.0,6.892,6.517,7.067,6.65,6.886,66.0,60.0,0.923,6.444,3,28
INST.JAUME VICENS VIVES,2014,9.525,5.75,4.0,4.6,6.85,6.75,3.95,5.5,4.6,5.3,6.55,5.385,1.22,7.5,2.5,10.0,4.8,4.6,6.075,6.65,6.047,80.25,60.0,0.798,4.848,2,83
INST.ANTONI MARTÍ I FRANQUÈS,2010,10.933,7.767,7.733,7.3,6.833,6.233,6.233,6.2,6.433,6.633,6.733,6.81,0.85,10.0,0.0,10.0,6.983,6.867,6.733,6.483,6.813,60.0,60.0,1.0,6.813,3,20
INST.ANTONI MARTÍ I FRANQUÈS,2012,11.583,6.05,5.6,4.9,8.2,6.25,6.0,6.8,5.7,7.1,6.05,6.265,1.385,8.5,1.5,10.0,6.112,5.3,7.65,6.15,6.684,69.0,60.0,0.885,6.012,2,36
INST.ANTONI MARTÍ I FRANQUÈS,2013,11.354,4.85,5.7,5.45,6.55,5.95,6.15,5.6,4.5,5.6,5.35,5.57,0.79,8.5,1.5,10.0,5.575,4.975,6.075,5.65,5.734,69.0,60.0,0.885,5.112,2,78
INST.ANTONI MARTÍ I FRANQUÈS,2014,10.096,6.8,4.0,2.8,3.9,5.0,2.0,3.0,0.2,0.2,3.0,3.09,2.02,2.0,8.0,10.0,3.95,1.5,2.05,4.0,6.377,108.0,60.0,0.556,3.543,1,131
INST.ANTONI MARTÍ I FRANQUÈS,2015,12.806,8.0,9.5,8.2,6.6,4.3,6.1,5.4,5.6,7.0,5.7,6.64,1.56,9.0,1.0,10.0,7.25,6.9,6.8,5.0,6.848,66.0,60.0,0.909,6.225,1,28
INST.M MIQUEL BIADA,2010,10.49,7.3,5.8,5.9,5.1,5.0,6.1,5.8,3.5,8.3,5.8,5.86,1.29,9.0,1.0,10.0,6.25,4.7,6.7,5.4,6.048,66.0,60.0,0.909,5.498,1,58
INST.M MIQUEL BIADA,2011,9.84,3.7,4.3,4.2,3.1,5.7,,,0.0,,0.2,3.03,2.15,1.0,6.0,7.0,4.0,2.1,3.1,2.95,2.475,67.5,18.0,0.267,0.66,1,164
INST.M MIQUEL BIADA,2012,11.154,5.9,2.2,2.8,6.5,1.9,2.5,6.0,4.5,6.7,2.4,4.14,1.97,4.0,6.0,10.0,4.15,3.65,6.6,2.15,6.122,97.5,60.0,0.615,3.768,1,154
INST.M MIQUEL BIADA,2014,11.177,4.8,5.05,6.15,7.2,7.35,5.3,5.75,5.0,5.65,9.0,6.125,1.48,9.5,0.5,10.0,5.225,5.575,6.425,8.175,6.514,63.0,60.0,0.954,6.21,2,35
PARE MANYANET,2010,10.812,3.25,4.2,4.25,5.25,5.65,5.5,3.4,4.1,5.05,4.15,4.48,1.415,3.5,6.5,10.0,4.088,4.175,5.15,4.9,5.642,117.0,51.0,0.444,2.575,2,166
PARE MANYANET,2011,11.111,4.55,5.4,2.2,5.15,4.85,4.55,5.1,4.2,4.2,5.05,4.525,1.37,4.0,6.0,10.0,4.9,3.2,4.675,4.95,5.985,101.25,60.0,0.592,3.546,2,147
PARE MANYANET,2012,11.4,6.1,5.867,5.033,5.067,5.2,5.433,5.867,6.2,6.433,5.2,5.64,0.777,9.667,0.333,10.0,5.817,5.617,5.75,5.2,5.656,62.0,60.0,0.97,5.487,3,62
PARE MANYANET,2014,11.416,5.6,2.8,4.2,5.3,6.1,2.6,3.3,5.0,4.4,1.2,4.05,1.55,4.0,6.0,10.0,3.575,4.6,4.85,3.65,5.595,96.0,60.0,0.625,3.497,1,134
PARE MANYANET,2015,11.112,6.45,4.4,4.575,4.45,5.775,4.45,4.567,4.325,6.133,5.233,4.99,1.695,5.75,3.5,9.25,4.962,4.45,4.525,5.125,5.25,63.0,42.375,0.679,3.705,4,87
BON SOLEIL,2010,12.238,5.55,5.5,6.35,7.15,5.1,5.7,5.1,4.6,5.75,4.15,5.495,0.945,6.5,3.5,10.0,5.462,5.475,6.45,4.625,6.361,87.0,60.0,0.763,4.914,2,85
BON SOLEIL,2012,11.72,2.4,1.1,1.9,1.7,0.7,,,,,,1.56,0.67,0.0,5.0,5.0,1.75,1.9,1.7,0.7,1.14,60.0,0.0,0.0,0.0,1,200
BON SOLEIL,2013,10.488,3.4,5.3,5.8,5.9,4.3,5.6,6.1,3.4,5.1,7.4,5.23,1.25,7.0,3.0,10.0,5.1,4.6,5.5,5.85,6.058,78.0,60.0,0.769,4.66,1,102
BON SOLEIL,2015,11.692,6.1,3.05,2.95,4.0,3.55,4.5,4.1,,2.0,,3.89,1.47,2.5,4.5,7.0,4.434,2.95,3.25,3.55,3.41,59.25,30.0,0.505,1.774,2,159
"MONTAGUT, ESCOLA",2010,9.846,0.0,3.8,5.0,5.6,5.0,,,0.0,1.4,4.7,3.19,2.35,3.0,5.0,8.0,1.9,2.5,3.5,4.85,2.712,60.0,18.0,0.3,0.814,1,174
"MONTAGUT, ESCOLA",2011,10.1,5.1,2.8,3.2,2.2,1.1,5.0,5.2,1.3,6.0,5.0,3.69,1.79,5.0,5.0,10.0,4.525,2.25,4.1,3.05,5.655,108.0,60.0,0.556,3.142,1,153
"MONTAGUT, ESCOLA",2014,10.84,6.0,3.3,3.6,5.0,7.6,5.3,,3.1,,,4.84,1.64,4.0,3.0,7.0,4.867,3.35,5.0,7.6,4.22,54.0,36.0,0.667,2.813,1,154
INST.ABAT OLIBA,2010,9.844,4.0,4.0,5.0,7.0,5.5,3.5,6.6,3.0,4.5,3.9,4.7,1.32,4.0,6.0,10.0,4.525,4.0,5.75,4.7,5.848,96.0,60.0,0.625,3.655,1,147
INST.ABAT OLIBA,2011,11.077,2.65,3.1,2.7,4.1,3.35,5.3,5.3,1.9,4.2,0.7,2.72,1.505,3.0,4.5,7.5,2.787,2.025,3.9,2.1,3.751,69.75,36.0,0.45,2.023,2,159
INST.ABAT OLIBA,2014,12.444,6.7,5.7,5.7,8.2,9.4,5.7,5.0,5.8,6.8,9.0,6.8,1.54,10.0,0.0,10.0,5.775,5.75,7.5,9.2,6.855,60.0,60.0,1.0,6.855,1,17
INST.ABAT OLIBA,2015,10.106,6.1,4.5,7.3,6.5,8.3,3.5,1.8,4.0,5.0,7.0,5.4,1.99,6.0,4.0,10.0,3.975,5.65,5.75,7.65,5.45,60.0,36.0,0.6,3.27,1,107
INST.JOAN GUINJOAN I GISPERT,2010,11.311,5.9,6.8,5.85,7.9,7.0,5.3,4.75,4.7,7.5,4.75,6.045,1.505,8.0,2.0,10.0,5.688,5.275,7.7,5.875,6.483,72.75,60.0,0.851,5.633,2,53
INST.LEONARDO DA VINCI,2010,10.898,8.1,9.0,6.85,6.05,6.95,7.25,8.6,6.25,6.65,6.95,7.265,1.225,10.0,0.0,10.0,8.238,6.55,6.35,6.95,7.272,60.0,60.0,1.0,7.272,2,8
INST.LES MARINES,2010,10.171,5.5,5.35,4.75,6.8,5.65,5.7,6.4,5.8,7.1,3.2,5.625,1.49,7.5,2.5,10.0,5.738,5.275,6.95,4.425,6.283,78.75,60.0,0.808,5.121,2,77
INST.LES MARINES,2012,10.995,4.9,5.2,5.15,6.45,4.1,3.7,0.55,2.15,4.5,2.7,3.94,2.04,4.5,5.5,10.0,3.588,3.65,5.475,3.4,5.665,107.25,60.0,0.56,3.172,2,172
INST.LES MARINES,2013,10.664,2.9,4.2,5.0,4.7,7.0,5.8,5.5,5.0,6.9,5.0,5.2,1.21,7.0,3.0,10.0,4.6,5.0,5.8,6.0,5.582,84.0,60.0,0.714,3.988,1,137
INST.VALL D'ARUS,2010,10.826,7.3,5.2,2.9,5.8,6.9,4.5,5.9,3.0,4.5,7.1,5.31,1.59,6.0,4.0,10.0,5.725,2.95,5.15,7.0,6.068,82.5,60.0,0.727,4.413,1,111
INST.VALL D'ARUS,2013,9.978,3.1,4.1,3.9,7.2,6.7,2.7,5.3,1.2,5.0,5.0,4.42,1.82,5.0,5.0,10.0,3.8,2.55,6.1,5.85,5.91,90.0,60.0,0.667,3.94,1,142
INST.MOIANES,2010,11.332,6.3,7.4,6.8,7.4,5.6,5.7,5.0,5.1,8.6,8.2,6.61,1.27,10.0,0.0,10.0,6.1,5.95,8.0,6.9,6.6,60.0,60.0,1.0,6.6,1,24
INST.MOIANES,2012,11.061,7.3,6.85,6.0,6.25,7.65,5.85,6.3,5.85,7.05,5.7,6.48,0.895,10.0,0.0,10.0,6.575,5.925,6.65,6.675,6.446,60.0,60.0,1.0,6.446,2,22
INST.MOIANES,2015,9.812,5.1,1.7,3.7,3.2,8.9,2.3,,,,7.1,4.57,2.63,3.0,4.0,7.0,3.033,3.7,3.2,8.0,4.198,61.5,37.5,0.61,2.559,1,135
MONTESSORI-PALAU,2010,10.833,5.171,5.614,4.329,5.843,5.671,5.15,4.967,3.667,4.586,3.629,4.823,1.409,6.286,3.286,9.571,5.154,3.95,5.214,4.65,5.409,87.0,53.143,0.646,3.723,7,145
MONTESSORI-PALAU,2011,10.514,5.025,5.775,4.625,4.3,4.65,5.425,5.925,5.7,5.975,4.45,5.185,1.125,6.25,3.75,10.0,5.538,5.162,5.138,4.55,6.019,98.625,60.0,0.703,4.353,4,128
MONTESSORI-PALAU,2015,12.858,7.35,7.35,5.55,7.55,8.45,5.05,5.65,6.0,5.95,6.05,6.495,1.15,10.0,0.0,10.0,6.35,5.775,6.75,7.25,6.497,60.0,60.0,1.0,6.497,2,23
"MIREIA,C.E.",2010,11.205,4.525,5.275,5.35,6.475,7.125,5.175,5.35,3.875,7.675,5.05,5.587,1.555,7.75,2.25,10.0,5.081,4.612,7.075,6.088,6.064,73.875,60.0,0.831,5.047,4,78
